문장,혐오 여부
"자유민주주의 대한민국의 총리가
공산사회주의 북한매체에 가입하고 들어간 것이
기억이 안난다면, 모든 활동을 그만두고 병원에 가야한다",0
진짜 참 검사다. 윤석열이 없으면 재앙이 조질 사람이 없다.,0
옛날에 mbc에서 자주해주던 영화^^ 잼났었던 ㅋ,1
지능적 반일 운동ㅋㅋ,0
정말...좋고 흥미롭게 보았네요..,1
"원래 명문대일수록 저런거 올리는거임

지잡이면...",0
@익명81e1b4 용자 ㅇㅂ,0
"@가세연한테차단당함 희재형 눈 앞트임성형해서 장가보내자~한게
차단당할 이유가 됨?희재형 유튜브도 구독하고
있구만~스패너들 극성이다 극성",0
전교조변호사출신이 단수 공천을 미통당에서 받았다한다...햐...ㅅㅂㄱ,0
이제야 봤는데 너무좋았다 ㅠㅠ,1
"ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
ㅅㅂ 모욕죄가 애초 일반인한테 적용이 될수잇음???

판사새키들 법정에만 잇다보니 현실감각이 떨어지는건가
심지어 즈그 자식들도 학교나 사회에서
육두문자 존나 남발하며 쓸텐데 ㅋㅋㅋㅋ

욕쳐먹기 싫음 행실을 똑바로 해야되는데
시발 이 반도새키들은 무적권 남탓 ㅋㅋㅋ",0
평점이 왜이리 낮지..정말 재미있게 봤는데.너무 감동적..보고또보고 했던 영화,1
색깔이 예쁜 영화.. 보는이의 심장으로 느끼면 되는 장면장면... 영화 은교와 비슷한 분위기 연출... 김고은 이후의 청초한 여배우 발굴이다... 개인적으로 이런 영화가 많이 나왔으면 좋겠다... 일본처럼...,1
어릴때재밌게봤는데 제목이기억안났던ㅠ 이거였구나ㅠㅜ,1
I told you so.,0
내가 좀비영화를 좀많이봣는데 이영화는 뭐라해할까 다른좀비영화들보다 더욱더 인간의 고독함?? 그런 감정을 잘표현한 영화인거같음. 그리고 윌스미스 아니엇으면 이런영화가 않됫을듯,1
근데 난 문성근보다 박해일이 훨 좋던데,1
"몇번이고 볼때마다 새로운 드라마가 또 있을까요? 대사 한마디 한마디 나레이션 한줄 한줄이 정말 보석같아요. 작가님, 감독님 밑 스탭분들, 그리고 배우님들 이 작품을 만들어 주셔서 정말 감사드려요! 제 인생에서 이 작품을 만난건 정말 행운입니다^^",1
감동적이고 재미있었음^^ㅋ,1
정말 시간 가는줄 모르고 긴장하면서 봤구나,1
"난 선택적 불매를 그렇게 나쁘게 보진 않음. 어차피 자기 소신껏 불매운동 하는 거고 그 가운데서도 반드시 수요해야하는 대체불가능한 제품들이 몇몇 있음.

이 가운데서 어쩔 수 없이 선택적 불매운동 하는 건 나쁘다고 생각 안한다. 다만, 자기는 그렇게 필요한 거 다 사면서 남한테 불매를 강요하는 건 개븅신이라 생각함.",0
문재인민군 문재앙!,0
휴~~,0
경찰은 여성부 눈치를 안 볼 수가 없으니까 이해는 함,0
내용은 뻔하지만 정말 유쾌한 영화,1
내생에 최고의 공포영화,1
"현실적인 요소는 떨어질 지 몰라도 sf, 액션, 코미디, 감동을 잘 어울린 교과서라는 것은 부정할 수 없다. 1997년 단성사에서 본 영화인데 크레딧 올라가고 나갈 때 영화관에 있던 모든 여자들이 눈물을 쏟아 내는 것을 봤던 기억은 잊혀지지 않는다",1
ㅅㅂ 똥싸다 개뿜었네 ㅇㅂ쳐묵해라ㅋㅋㅋ,0
입만 열면 거짓말이 줄줄~~ 이것이 좌빨들 실체.,0
끝장 잼있지~~!!!,1
소령님 배우신분,0
"ㅈㅈㅂ인디
빨렙이모를리도없고
ㅁㅈㅎ",0
이재용 대통령,0
이런 썅 마지막에 딸년 그렇게죽여줘서 10점준다,1
검색한 날짜가 다르네,0
여자분들이라면 특히- 꼭 보셔야하는 영화,1
"저거는 아마 사기일 가능성이 높음. 여고딩 본인이 일탈그램, 섹스타그램 하고 노출사진 올렸으면 본인 신상부터 유출되는데 그런짓을 왜함? 어디서 퍼온사진으로 호구 낚은뒤 합의금 사기치는거임",0
"처음에는 저게 아니었어
그 광우병 선동했던 나xx 좌파 선동꾼 쪽에서
정유라가 박근혜와 최태민의 딸이고 최순실은 유모라고 주장했었다
그러니까 국민들이 분노했지
고결한 느낌에서 창녀수준으로 전락

그래서 나 같은 사람들이 최태민 사망하고 일년 이상 지나서 정유라가 태어난 걸
날짜 제시하니까 그 다음에는 정유라 남편하고 박근혜가 섹파라고 주장.
근거가 산케이였지. 세월호 당시에 박근혜가 롯데 스위트룸에서 그거랑
섹스중이었다고 8시간 행적 대라고 나왔던거야.

산케이 일본 극우가 한국 욕하려고 만든 주장을 좌파들이 가져다 써먹었지.
하지만 청와대 안에 있었음이 밝혀지자 비아그라 타령에 거울방에
마늘주사에 성형에 오방색 굿 등등 오만가지 생트집을 걸어서 멀쩡한 사람을
허수아비 미친여자로 만들었지. 옷값이 어쩌고 저쩌고.

지금도 박정희 시절에 청와대에서 최태민과 섹스했다는 근거 없는
헛소리를 믿는 병신들도 있더만. 이게 우리나라 국민 수준인거야.

이재용이 당한 건 지금 정권의 지지세력 중에 반삼성 지분이 커서 그런 거지.
정유라 아니라 뭐가 됐어도 걸어서 감옥으로 끌고 갔었을거다.",0
너무 감동적입니다. 특히 연필이 어쩌구 할때,1
"일베러멍 게이는 어케됐냐?

예전에 좀비와 나 연재하던 게이도 궁금하네
중소기업 시리즈랑 미제사건게이도 재밌었는데",0
문학을 빌려 광활하고 장대한 영상미와 함께 영화적인 어떤 힘을 보여주지만 무엇보다 무의식이나 심연속의 고귀하고 잔인한 본성과 욕망을 꿈이나 횐상처럼 보여준다.. 감독의 성장배경에서 기인했을 러시아적인 시선을 경험하게 된다 광대하면서도 그만큼 공허한..,1
저기사 링크댓글보고 암걸려서 ㅁㅈㅎ,0
세상에 이런 스타일의 영화는 처음 봤다. 뒷북친다는 생각이 들지만 다른 영화도 봐야겠다.,1
개봉은 한다는데 상영관은 보이지도 않는다.,1
최고제가본십대영화중하나.,1
스필버그가 007영화 두번 퇴자맞고 열받아서 최고007 숀코넬리를 출연시킴 화풀이로 출연자 소개를 맨밑에 했다는 썰이 있음 아직도 네이버에선 이작품만 출연자 소개가 안나오고 여기서도 주연급 조연인데 맨마지막에 소개됨.. 그냥잼있는썰이 있음,1
이열치열 ㅋㅋㅋㅋㅋ,0
10점 만점에 10점을 줘도 부족한 드라마입니다. 조기종영이라 너무 아쉽습니다ㅜㅅㅜ..앞으로 이작가님 드라마는 꼭 챙겨볼꺼예요!!!!,1
유민상 죽어라 죽어라 죽어라 유민상 죽어라 죽어라 죽어라 유민상 죽어라 죽어라 죽어라 유민상 죽어라 죽어라 죽어라 유민상 죽어라 죽어라 죽어라,0
죽음의 파티,0
초등학교 4학년때네요...캬...보고 며칠간을 흥분했었던 영화...,1
역시 연기력은 좀 아쉽...지만 노래가 모든걸 커버하네요 ㅎㅎ,1
급박하게 진행되면서도 찾아오는 느슨함이 지루하지 않은 영화,1
애낳는것도못함,0
@익명f394b4 ㅁㅈㅎ,0
버나드박 최고우승까지 가서 음반 꼭 내시길 바래요흑 넘 감동의 여운이 가시지않네요당신의 노래들을수 있어 행복합니다,1
내가 본 일드 중 쵝오~!!!!!>0<,1
'눈물' 이라는 영화생각나네;;; 등장인물들이 본드불고 막 그지랄했는데,0
왠지 결말 어정쩡하고 사건 발단도 이상할줄 알았는데 꽤 타당하고 재밌네요ㅋㅋ 유명한 짤들 여기서 다 나오네 꿀잼입니다 강추ㅋㅋ 근데 12세는 아닌거가틈,1
소설 잘 쓰는것도 능력이다.,0
"인종,세대를 넘어 아버지에 관한 가장 완벽한 영화.",1
등따시고 배부르면 남 깍아먹는 재미로 살더라... 최고다 이 영상은...,1
@미쳐돌아가는국가 인조?,0
"007 시리즈 1탄 자체로 의미가 있음..60년대를 칼라로 보니까,충격과 감동이네요",1
"10대 6.3, 20대 6.7, 30대 7.4, 40대 8.1.. 신기한 나이순..ㅎ",1
복수는 복수를 낳고 다시 그 복수는 다른 복수를 불러일으킨다.,1
휴가갈때 ktx표가없어 영화보면서 가는자리는 남아서 이거봤는데 군복입고 계속 울었다 진심 거기에 있던 사람들 내릴때 눈물콧물 범벅,1
임요환 어설픈 연기 웃겻다 ... ㅎㅎㅎ,1
교도소 면회실에서 나도 눈물이 콸콸콸!!,1
?9주동안 내내 출생의비밀을 보면서 일주일의 스트레스가 확 풀렸는데 내일이 마지막이라니...... 특히 제가좋아하는 정이현(성유리)누나를 못보게되다니...... 하지만 그동안 저에게 즐거움을 주신 출생의비밀 여러분들께 깊은 감사를드립니다.^^,1
한국 흑수저들도 냉면못먹어본다. 중산층이상이랑 인터뷰해야지무슨,0
이 영화는 꼭 보시길 추천.. 몰입감이 엄청나고 정말 시간가는줄 모르고 보게된다.. 반전에 반전과 부성애가 무엇인지를 보여주는 영화,1
"탕녀, 죽음의 문턱에서 돌아와 자신과 한 남자를 구원하다.",1
하구라 인생 존나 불쌍하게 살다간듯.. 다만 고향이...,0
근데 mre 음료수 빼고 존나맛없음ㅋㅋㅋㅋ,0
ㅋㅋㅋㅋㅋㅋ 쟤 토론때마다 실실 웃는거 짜증났는데 갑자기 안보여서 신경끄고살다가 이제보니 유튜브하고있네 ㅋㅋㅋㅋ,0
노출만 보지 말고.. 그 있는 그대로의 현실을 보세요.. 마음 아픈 영화...,1
"잘 가르치는거에 학력 전공자가 중요하지않다는걸 잘 보여준사람임
역사전공자들수업들어보면 꽉막히고 두문자따는거도 수치라생각하는사람도많다 무슨 우리들이 역사전공수업듣나 시험잘보려듣지",0
"자갈치 멸치 광고 ㅁㅈㅎ

닉네임부터 오지마 캐나다?",0
티비방영했을 때도 보았었는데 스크린에서 재편집되어 펭이와 솜이가 출연하는 내용으로 보니까 더 좋았습니다. 보는내내 더위가 싹 사라졌습니다. 펭귄 너무너무 귀여워요,1
이명박이는 체할정도로 해처먹다가 체한거라 어쩔수없고 박근혜가 좀 불쌍하긴함,0
"세상에서 가장 행복한 전쟁 아니냐 짱깨가 짱깨를 죽이는ㅎㅎ

제발 사라졌으면",0
재밌게 봣음. 평점이 너무 낮은듯....아니면 중국 무협이란 장르를 이해못하는건가?,1
낙법왕은 ㅇㅂ,0
"Calling you 라는 노래를 중학교떄 들었을떄 4달간 이노래만 들었다.그러다 21되서야 보게 되었는데 내 인생의 최고의 영화가 될꺼같다.배경,음악,잔잔한 이야기들 정말 제대로된 영화이다.",1
하긴 사리분간 되는 ㅅㄲ면 진작 북한ㅅㄲ 똥꼬는 안빨았지,0
fc2랑 폰허브에 누가 누군지 정리 잘해서 올렸으면 준영이 너는 무죄였다,0
역시 사람마다 취향이 다르군...,1
"묵직한 팩폭글 ㅇㅂ

저런것들을 싹쓸이 타파 하려면 극우가 나와야함",0
강제평점제 추방 강제평점제 추방,1
나라 개판이지? 좌파는 병신이여 나쁜 병신,0
그냥 고민말고 보세요.진짜 이건 명작이라는 말로는 부족합니다..꼭 보세요!,1
정말 온몸에 소름이 돋는구나!!!,1
전에도 없고 후에도 없을 내 인생 최고의 드라마 눈물없이 볼 수 없는 아버지 조재현의 사랑과 재수와수아의 사랑..조재현의 연기는 정말 최고다..,1
최고입니다.,1
좆선족개새끼들은 다 죽여야되,0
"다들 주목 좀 하다오 진짜 다음정권 다음정권 하는데 바보들이냐?
다음정권은 없어 !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! 착각들 말아라
막다른 곳에 다달았다고 생각하면 바로 연장제 통일 선언하고 비상사태 선포( 이 과정에서 북이 한 것 처럼 친위 폭력사태 유발)
대략 이렇게 되리라 생각함다
다음정권은 없어 !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! 착각들 말아라

다음정권은 없어 !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! 착각들 말아라
다음정권은 없어 !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! 착각들 말아라
다음정권은 없어 !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! 착각들 말아라
다음정권은 없어 !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! 착각들 말아라",0
처음 붙으면 미미하다 활짝 타오른 뒤 명멸한 후 사라지는 불꽃같은 삶을 살아간 그녀,1
다...먹으면 또 다른 마트 가는거 아녀?,0
"""다큐 영화의 객관성과 차분함을 유지하는 점이 좋습니다개인적으로는 """"님아 그강을 ~ """"보다 훨 낫습니다. 예술 영화 전용 아트나인도 맘에 들구요.""",1
개인적으로 너무 재미잇게 본 영화이고 여러방면으로 해석이 되는 영화엿습니다 원래 공포 스릴러 굉장히 싫어하는데 요건 재밋게 밧네요마지막 킴의 희생에선 선뜻 내기 힘든 용기와 감동을 느낄수 잇엇어요 ㅎ 욕하시는분들은 정신연렁이 궁금하네요,1
페미 씨발년들은 인스타 찾아가서 부들부들대더라 ㅋㅋㅋㅋㅋ,0
노래가 이렇게 좋을 수가 있나..,1
스릴 잇고 1995년도에 봣엇더라면 더 대단한영화엿을듯. 물론 지금 봐도 괜찮은 영화,1
벌써 저때부터 병신 민폐 새끼였네ㅋㅋㅋㅋ,0
하마터면 은폐될 뻔한 가슴 아픈 과거의 상처를 신랄하게 끄집어낸 영화!,1
많은걸 생각하게 하는 영화네요..참 따뜻한 영화!!꼭 보시기를..,1
기권하면 기권하지 좌빨들이랑 붙어먹은 저 박쥐새끼랑 씹무성 두 호로새끼들은 뒤져도 안찍는다,0
나만낚일순없다 늬뮈롤,1
"그런데 베트남전은 시작부터가 잘못이었다. 호치민이 반프 정책하며 도와달라할때, 미국은 프랑스 편든다고 쌩까고 도왔던게 소련,중국이고, 썩을대로 썩은 남쪽 정부나 지원하니깐,, 호치민은 원래 그렇게 까지 공산주의자는 아니었늠.민족주의,실리주의자지",0
보고 정말감동먹었던 영화.,1
@바닷가재123 이씨발 전라도 홍어새끼야 ㅋㅋㅋ,0
@익명2e6b44 항문으로 술먹으면 괜찮음,0
@익명_70320a 쉼표지 초등교육앰2후장으로받은새끼야,0
저것도 그래픽일수도 있다,0
@안가리고존나팬다 야!개지겹따,0
"@익명_80cefe 이번에 새로 올라간 정식갤이다 빡대가리새끼야
정실갤인데 매니저두면서 운영자가 저거 설정해버린거",0
ㅇㅇ,1
어떤의미로건미쳐있지않으면만들수없는영화.첨단의그래픽으로도따라잡을수없는실체감,1
동일본대지진처럼 만단위로 뒤져나간것도 아니고 썅 놀러가다 사고난 애들 갖고 언제까지 저럴까 이나라는...9.11테러때도 몇년동안 추모지랄했냐?,0
전에 누가 말한 한국의 완전한 적화가 목적이 아닐까?,0
개노답 4형제,0
이정도면 잘 만들어진 속편,1
한 장면 하나하나 색감과 연출이 장난아니네요미장센이 살아있네~~,1
꼬박꼬박 본방사수 진짜bbㅠ 얼마안남았다...슬프다 아쉽다....신의퀴즈 가지마ㅠㅠ 한진우가지마ㅠㅠ시즌5 쭉~욱갑시다,1
질질 끄는 거 빼면 10점 만점 최고!,1
깊은 슬픔..... 비어있는 컷들의 잔혹함이 더 깊숙히 건드린다. 사람이 참 슬프다.,1
후속작들이 타이틀말아먹은 대표적인케이스,1
배우 사진빨 10점 드립니다,1
